OSN,LAT,LONG,ALT,SDMT,BIO_N,BIO_C,BRG_N,BRG_C,ACANTHACEA,AIZOACEAE,AMARANTHAC,LANNEA_SCL,ILEX_MITIS,AMBROSIEAE,ARTEMISIA,STOEBE,SENECIO,TARCHONANT,AVICENNIA,BALANITES,CAESALPINI,CAPPARIDAC,CLUSIACEAE,COMBRETACE,CONNARACEA,AFROCRANIA,CUPRESSACE,CYPERACEAE,DIDIERACEA,DILLENIACE,EPHEDRA,ERICACEAE,ALCHORNEA,BRIDELIA,CHROZOPHOR,DRYPETES_T,MACARANGA_,FLUEGGEA_T,TETRORCHID,UAPACA,CAMPYLOSTE,SACOGLOTTI,HYMENOCARD,HYPERICUM,ICACINACEA,IRVINGIA_T,HUGONIA,LOBELIA,ANTHOCLEIS,NUXIA_TYPE,MALPIGHIAC,MELIACEAE,ACACIA,CALPOCALYX,DICHROSTAC,ENTADA_TYP,PARKIA,MORACEAE,MYRICA,PYCNANTHUS,MYRSINE_AF,RAPANEA,SYZYGIUM_T,NYCTAGINAC,CAMPYLOSPE,LOPHIRA,SAUVAGESIA,OLEA,BORASSUS_H,ELAEIS_GUI,POACEAE,PODOCARPUS,PROTEACEAE,RHAMNACEAE,RHIZOPHORA,ALCHEMILLA,CLIFFORTIA,HAGENIA_AB,PRUNUS,RUBUS,ANTHOSPERM,IXORA_TYPE,MITRACARPU,ZANTHOXYLU,SALVADORA,ALLOPHYLUS,BLIGHIA,DODONAEA,SAPOTACEAE,COLA_TYPE,TAMARIX,CHRISTIANA,TILIA_TYPE,TRIBULUS,CELTIS,HOLOPTELEA,URTICACEAE,FAGONIA,ZYGOPHYLLU,MICRODESMI,TYPHA,ASTERACEAE,CONYZA_TYP,ACALYPHA,NYMPHAEA,EUPHORBIA_,RHUS_TYPE,PHOENIX,EUCALYPTUS,PINUS,HELICHRYSU,SPERMACOCE,FABACEAE_U,PLANTAGO,EUPHORBIAC,EUCLEA,CICHORIEAE,RUBIACEAE_,INDIGOFERA,TREMA_TYPE,CARYOPHYLL,PULICARIA_,RUMEX,BRASSICACE,APIACEAE,LAMIACEAE,PTERIDOPHY
35,1.1,34.6,3792,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0.961538462,0,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,0,0,29.80769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,44.23076923,0,0,0,14.42307692,0,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1.1,34.6,3792,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,1.307189542,0.653594771,0,0,0,0,0,0,0,0,0,0,43.1372549,0,0,0,0.653594771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614379085,0,0,13.7254902,26.79738562,0,0,0,5.22875817,0,1.960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653594771,0,0,0,0,0,0,1.960784314,1.307189542,0,0
38,1.1,34.6,3792,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0.595238095,0,0,0,0,0,1.785714286,0,0,0,0,0,0,0,0,0.595238095,0,48.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.976190476,0,0,9.523809524,19.64285714,0,0,0,10.11904762,0,1.19047619,0,0,1.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595238095,0,0,0,0,0,0,0,0,0,0,0,0,1.19047619,0,0,0
40,1.1,34.6,3792,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,1.869158879,0,0,0,0,0,0,0,0,0,0,0,28.03738318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934579439,0,0,0,0,0.934579439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.869158879,0,0,4.672897196,34.57943925,0,0,0,22.42990654,0,0.934579439,0,0,0,0,0,0.934579439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934579439,0,0,0,0,0,0,0,0,0,0,0,0,0.934579439,0,0,0.934579439
42,1.1,34.6,3792,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,0.775193798,0,0,0,0,0,0,0,0,0,0,0,2.325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.100775194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775193798,0,0,5.426356589,21.70542636,0,0,0,63.56589147,0,1.550387597,0,0,0,0,0,0.775193798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-27.907,22.737,1332,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,0,0,1.149425287,0,0,0,0,0,0,3.448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.298850575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.35632184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.597701149,0,0,0,0,1.149425287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1.15,34.58,3628,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,1.015228426,0,0,0,1.52284264,1.015228426,0,0,0,0,0,0,0,0,0,0.507614213,0,4.568527919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73604061,17.76649746,0,0,0,45.17766497,0,0.507614213,0,0,0.507614213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.060913706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507614213,0,0,0,0,0,0,1.015228426,6.091370558,0,0
51,-27.7,22.699,1170,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,0,7.692307692,5.494505495,0,0,0,0,0,0,1.098901099,0,0,0,3.296703297,0,0,0,0,0,2.197802198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296703297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098901099,0,0,48.35164835,0,0,1.098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098901099,0,0,0,0,0,0,0,24.17582418,0,0,0,0,1.098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.38,29.864,4290,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0.095785441,0,0,0,0,0.095785441,9.482758621,0,0,0,0,0,0,0,0,0,0,61.30268199,0,0,0,0.670498084,0,0,0,0,0.287356322,0,0,0,0,0,0,0,0,0,0,13.40996169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287356322,0,0,0,0,0,0,0,0,5.747126437,1.149425287,0,0,0,2.873563218,0,0.095785441,0,0,0.095785441,0,0,0,0,0,0,0.191570881,0,0,0,0,0,0,0.095785441,0,0.957854406,0,0,0,0,0,0,0.766283525,0,0,0,0,0,0,0.574712644,0,0,0,0,0,0,0,0,0,0,0,0,0.766283525,0,0,1.053639847
53,1.14,34.63,3494,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,4.06504065,4.87804878,0,0,0,0,0,0,0,0,0,0,0,3.25203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3495935,20.32520325,0,0,0,1.62601626,0,0.81300813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62601626,0,0,0,0,0,0,0,0,3.25203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81300813,0,0
54,1.11,34.65,3406,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0,0,0.938967136,0,0.469483568,0,0,14.08450704,0,0,0,0,0,0,0,0,0,0,0,13.14553991,0,0,0,1.408450704,0,0,0,0,0,0,0,0,0,0,0,0.469483568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469483568,0,0,0,0,0,0,0,0,2.816901408,0,0,23.4741784,31.45539906,0,0,0,1.877934272,0,2.816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34741784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938967136,0,0,0,0,0,0,0,1.877934272,0,1.408450704
55,-27.686,22.819,1165,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,0,1.098901099,3.296703297,0,0,0,0,0,0,1.098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296703297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098901099,0,0,58.24175824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296703297,0,0,0,0,0,0,0,27.47252747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098901099
56,1.15,34.52,3905,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0.913242009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.92237443,0,0,0,0.913242009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456621005,0,0,0,0,0,0,0,0,0,0,0,0,0.456621005,0,0,0,0,0,0,0,0,10.50228311,8.675799087,0,0,0,33.78995434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456621005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456621005,0.456621005,0,0
57,1.23,34.47,2898,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0,0,0.515463918,0,0,0,0.515463918,3.608247423,0.515463918,0,0,0,0,0,0,0,0,0,0,67.01030928,0,0,0,1.030927835,0,0,0,0,0,0,0,0,0,0,0,1.030927835,0,0,0,2.06185567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.092783505,7.216494845,0,0,0,5.670103093,0,1.030927835,0,0,1.030927835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.577319588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515463918,0,2.577319588
58,-29.116,24.767,1145,Surface,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,1.098901099,14.28571429,0,0,0,0,0,0,9.89010989,0,0,0,0,0,0,0,0,0,1.098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197802198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197802198,0,0,36.26373626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197802198,0,0,0,0,0,0,0,28.57142857,0,0,0,0,2.197802198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.38,29.864,4290,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0.142045455,0,0,0,0,0,8.806818182,0,0,0,0,0,0,0,0,0,0,66.90340909,0,0,0,0.710227273,0,0,0,0,0.426136364,0,0,0,0,0,0,0,0,0,0,8.380681818,0,0,0,0,0,0,0,0,0,0,0.142045455,0,0,0.284090909,0.142045455,0,0,0,0,0.284090909,0,0,6.818181818,1.136363636,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284090909,0,0.284090909,0,0,0,0,0,0,0.426136364,0,0,0.142045455,0,0,0,0.568181818,0,0,0,0,0,0,0,0,0,0,0,0.284090909,0.710227273,0,0,1.5625
60,-29.116,24.767,1145,Surface,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,2.173913043,8.695652174,0,0,0,0,0,0,10.86956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086956522,0,0,20.65217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.260869565,0,0,0,0,0,0,0,48.91304348,0,0,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-29.116,24.767,1145,Surface,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,1.111111111,17.77777778,0,0,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,0,0,46.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.44444444,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,1.111111111
62,-28.218,23.789,1435,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,0,0,0,0,0,0,0,0,0,74.48979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3877551,0,0,0,0,1.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-28.25,24.033,1369,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,0,1.136363636,2.272727273,0,0,0,0,0,0,43.18181818,0,0,0,0,0,0,0,0,0,1.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,0,35.22727273,0,0,1.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-28.25,24.033,1369,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,1.162790698,1.162790698,1.162790698,0,0,0,0,0,0,60.46511628,0,0,0,0,0,0,0,0,0,2.325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.976744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.38,29.864,4290,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,7.954545455,0,0,0,0,0,0,0,0,0,0,3.977272727,0,0,0,2.272727273,0,0,0,0,2.840909091,0,0,0,0,0,0,0,0,0,0,0.568181818,0,0,0,0.568181818,0,0,0,0,0,0,0.568181818,0,0,0.568181818,0,0,0,0,0,1.704545455,0,0,23.86363636,6.25,0,0,0,2.840909091,0,0.568181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.704545455,0,0,0,0,0,0,1.704545455,0,0,0,0,0,0,32.38636364,0,0,0,0,0,0,0,0,1.136363636,0,0,0,5.113636364,0,0.568181818,2.840909091
66,-28.25,24.033,1369,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,1.19047619,1.19047619,2.380952381,0,0,0,0,0,0,17.85714286,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,52.38095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,3.571428571,0,0,0,0,0,0,0,0,2.380952381,0,0,0,0,0,0,0,0,0,0,0
67,0.375,29.905,4231,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0.108695652,0,0,0,0,0,0.434782609,0,0,0,0,0,0,0.054347826,0,0,0,83.20652174,0,0,0,0.706521739,0.054347826,0,0,0,1.739130435,0,0,0,0,0,0,0.054347826,0,0,0,0.326086957,0,0,0,0,0.054347826,0,0,0,0,0,0,0,0,0.597826087,0,0,0,0,0,0.108695652,0,0,3.75,2.010869565,0.054347826,0,0,0.326086957,0,0.054347826,0.108695652,0,0,0,0,0,0,0,0,0.054347826,0,0,0,0,0,0,0.326086957,0,2.065217391,0,0,0,0,0,0,1.576086957,0,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0,0,0.054347826,0.108695652,0,0.054347826,0.054347826,0.108695652,0,1.630434783
68,-28.127,24.515,1089,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,0,0,1.052631579,0,0,0,0,0,0,13.68421053,0,0,0,0,0,0,0,0,0,1.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.68421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052631579,0,0,0,0,0,0,0,45.26315789,0,0,0,0,1.052631579,0,0,0,0,0,0,0,0,1.052631579,0,0,0,0,0,0,0,0,0,0,0
69,-32.15,19.033,1065,Surface,"Mediterranean Forests, Woodlands, and Scrub",12,Montane fynbos and renosterveld,3,0,1.793721973,0.896860987,0,0,0,0.896860987,60.53811659,0,0,0,0,0,0,0,0,0,0,0.448430493,1.34529148,0,0,0,1.793721973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448430493,0,0,3.139013453,0.448430493,4.932735426,0,0,0,0,0,0,0,7.174887892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.55605381,0,0,0,0,0.448430493,0,0,2.242152466,0,0,0,0,0,0.896860987,0,0,0,0,0,0,0,0,0,0,0
70,1.17,34.71,2474,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0,0,0,0,0,0,0,0.699300699,0,0,0,0,0,0,0,0,0,0,0,4.195804196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.04895105,36.36363636,0,0,0,0,0,2.097902098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.097902098,0,0,0,0,0,1.398601399,0,0,0,0,0,0,0,0,0,2.097902098
72,1.17,34.71,2474,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0.81300813,0,0,0,0,0,0,0.81300813,0,0,0,0,0,0,0,0,0,0,0,1.62601626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.09756098,31.70731707,0,0,0,0,0,3.25203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25203252,0,0,0,0,0,0.81300813,0,0,0,0,0,0,0,0,0,1.62601626
74,1.12,34.67,3182,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0,0,0,0,0,0,0,6.232294618,0,0,0,0,0,0,0,0,0,0,0,4.815864023,0,0,0,0.566572238,0,0,0,0,0,0,0,0,0,0,0,0.283286119,0,0,0,0.283286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566572238,0,0,0,0,0,1.416430595,0,0,43.90934844,28.89518414,0,0,0,0.283286119,0,3.682719547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.815864023,0,0,0,0,0,0.283286119,0,0,0,0,0,0,0,1.416430595,0,2.549575071
75,1.12,34.67,3182,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0,0,0,0,0,0,0,8.219178082,0,0,0,0,0,0,0,0,0,0,0,5.479452055,0,0,0,1.369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456621005,0,0,0,0,0,3.196347032,0,0,32.42009132,29.6803653,0,0,0,0,0,6.392694064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.392694064,0,0,0,0,0,2.739726027,0,0,0,0,0,0,0,0,0,3.652968037
76,1.1,34.6,3792,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,1.461377871,0.626304802,0,0,0,0,0,0,0,0,0,0,36.9519833,0,0,0,0.208768267,0,0,0,0,0.417536534,0,0,0,0,0,0,0,0,0,0,0.208768267,0,0.208768267,0,0,0,0,0,0,0,0,0,0,0,1.043841336,0,0,0,0,0,3.131524008,0,0,12.52609603,26.51356994,0,0,0,11.27348643,0,1.670146138,0.208768267,0,0.417536534,0,0,0,0,0,0,0.626304802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626304802,0,0,0,0,0,0.208768267,0,0,0,0.417536534,0,0.417536534,0,0.208768267,0,0.626304802
77,1.1,34.6,3792,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0.273224044,0,0,0,0,1.092896175,0.546448087,0,0,0,0,0,0,0,0,0,0,28.41530055,0,0,0,0.546448087,0,0,0,0,0.546448087,0,0,0,0,0,0,0.546448087,0,0,0,4.644808743,0,0,0,0,0,0,0,0,0,0,0.546448087,0,0,2.18579235,0,0,0,0,0,4.918032787,0,0,15.84699454,30.32786885,0,0,0,6.830601093,0,1.366120219,0,0,0,0,0,0,0,0,0,0.273224044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273224044,0,0.819672131
78,1.1,34.6,3792,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.13513514,0,0,0,0.900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900900901,0,0.900900901,0,0,0,0,0,0,0,0,0,0,0,0.900900901,0,0,0,0,0,6.306306306,0,0,12.61261261,23.42342342,0,0,0,11.71171171,0,0.900900901,0,0,0.900900901,0,0,0,0,0,0,0.900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.801801802,0,0,0,2.702702703
79,-28.25,24.033,1369,Surface,Deserts and Xeric Shrublands,13,Kalahari xeric savanna,9,0,0,1.123595506,0,0,0,0,0,0,8.988764045,0,0,0,0,0,0,0,0,0,2.247191011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.617977528,0,0,56.17977528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.48314607,0,0,0,0,11.23595506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123595506
80,0.37,29.895,4326,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,0.436681223,0,0,0,0,0,0,0,0,0,0,42.79475983,0,0,0,2.620087336,0,0,0,0,0.873362445,0,0,0,0,0,0,0,0,0,0,1.310043668,0,0,0,0,0,0,0,0,0,0,0.436681223,0,0,1.310043668,0,0,0,0,0,0,0,0,9.6069869,2.620087336,0,0,0,0.873362445,0,0,0,0,0,0,0,0,0,0,0,0.436681223,0,0,0,0,0,0,0,0,5.676855895,0,0,0,0,0,0,0.873362445,0,0,0,0,0,0,8.296943231,0,0,0,0,0,0.436681223,0,0,0,0,0,0.436681223,0,0,0,20.96069869
81,6.289,1.678,64,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0,4.848484848,15.75757576,0,0,0,0.606060606,0,0,0,0,0,0,0.606060606,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15151515,0.606060606,0,0.606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54545455,0,0,0,16.36363636,22.42424242,0,0,0.606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6.289,1.678,64,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0,0,40.33613445,0,0,0,0,0.840336134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.93277311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.94957983,0,0,0,0,0.840336134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.100840336
83,6.257,1.669,64,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0,2.678571429,29.01785714,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.75,1.339285714,0,0,0,0,0,0,0,0,0.446428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.07142857,0,0,0,0,0.892857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.232142857
